word,doc_id:freq
mulher,"[(3, 1), (4, 1), (8, 3), (9, 1), (10, 2), (11, 1), (13, 1), (22, 1), (24, 1), (32, 1), (42, 1), (45, 1), (58, 1), (82, 1), (98, 1), (102, 4), (111, 3), (112, 2), (132, 2), (144, 1), (145, 1), (146, 1), (147, 1), (150, 5), (153, 2), (160, 2), (163, 1), (169, 1), (176, 2), (183, 1), (188, 1), (195, 1), (196, 10), (197, 1), (214, 1), (215, 3), (217, 1), (229, 1), (242, 1), (248, 5)]"
submissa,"[(3, 1)]"
Deus,"[(3, 1), (7, 1), (14, 3), (17, 1), (22, 1), (24, 2), (100, 1), (106, 1), (148, 1), (150, 2), (159, 7), (163, 1), (173, 1), (183, 2), (204, 1), (248, 3)]"
atitude,"[(3, 1), (74, 1), (83, 1), (87, 1), (91, 1), (107, 2), (121, 2), (124, 1), (155, 1), (187, 1), (221, 1)]"
combate,"[(3, 1), (104, 1), (143, 1), (153, 1), (170, 5), (172, 1), (236, 1), (239, 1), (244, 1)]"
entendido,"[(3, 1), (111, 1)]"
pegava,"[(3, 1)]"
ar,"[(3, 1), (36, 1), (41, 1), (55, 1), (58, 1), (77, 1), (80, 1), (86, 1), (128, 1), (200, 1), (203, 1), (228, 1), (244, 1)]"
começou,"[(3, 1), (5, 1), (10, 2), (13, 1), (33, 1), (39, 1), (45, 1), (46, 1), (56, 1), (66, 1), (68, 2), (72, 2), (81, 1), (100, 2), (101, 1), (105, 1), (107, 1), (108, 1), (116, 1), (124, 2), (132, 1), (134, 1), (136, 1), (140, 1), (146, 1), (148, 1), (150, 1), (158, 1), (161, 1), (162, 1), (176, 2), (177, 1), (183, 1), (186, 1), (187, 1), (188, 1), (189, 2), (194, 1), (196, 2), (197, 1), (202, 2), (207, 1), (209, 1), (215, 1), (222, 1), (223, 1), (229, 2), (237, 1), (242, 1), (244, 1), (247, 1)]"
construir,"[(3, 1), (28, 1), (80, 1), (104, 1), (123, 1), (136, 2), (154, 1), (172, 1), (193, 1), (210, 1), (222, 1)]"
característicos,"[(3, 1)]"
chave,"[(3, 1), (53, 1), (62, 1), (64, 1), (68, 1), (184, 1), (212, 1)]"
atarraxar,"[(3, 1)]"
mentiras,"[(3, 1), (150, 1), (179, 1), (183, 1), (184, 1), (197, 1), (222, 2)]"
ocorrido,"[(3, 1), (8, 1), (24, 1), (65, 1), (74, 1), (75, 2), (103, 1), (107, 1), (201, 2), (207, 1), (211, 1), (240, 1), (242, 1)]"
Melquiades,"[(3, 2)]"
retrato,"[(3, 2), (8, 1), (9, 1), (11, 1), (150, 1), (200, 1)]"
vivo,"[(3, 1), (34, 1), (43, 1), (47, 1), (84, 1), (107, 1), (113, 1), (129, 1), (150, 2), (158, 1), (163, 1), (165, 1), (195, 1), (196, 3), (198, 2), (202, 1), (203, 1), (229, 1), (236, 2), (240, 1), (243, 1)]"
avô,"[(3, 2), (5, 1), (14, 2), (33, 1), (64, 2), (98, 1)]"
coronel,"[(3, 1), (6, 2), (12, 1), (103, 2), (114, 3), (150, 1), (161, 3), (164, 1), (205, 5), (206, 1), (240, 1)]"
Nicolás,"[(3, 1), (64, 1), (82, 1), (96, 1), (246, 1)]"
alquimista,"[(3, 1)]"
curandeiro,"[(3, 1)]"
aficionado,"[(3, 1)]"
desenhar,"[(3, 1), (154, 1), (180, 1)]"
peixes,"[(3, 1), (93, 2), (107, 1)]"
coloridos,"[(3, 1), (183, 1), (248, 1)]"
oficina,"[(3, 1), (101, 1)]"
fundar,"[(3, 1)]"
povoados,"[(3, 1)]"
Nostradamus,"[(3, 1)]"
Contou-me,"[(3, 1)]"
1992,"[(3, 1), (59, 2), (170, 1), (194, 1), (240, 1)]"
entrevista,"[(3, 1), (6, 1), (10, 2), (16, 1), (18, 1), (24, 1), (31, 1), (33, 1), (46, 1), (59, 1), (60, 1), (64, 1), (68, 1), (72, 1), (82, 1), (83, 1), (102, 2), (106, 1), (107, 2), (150, 1), (161, 1), (164, 1), (177, 1), (182, 1), (189, 1), (192, 2), (194, 2), (195, 1), (196, 1), (204, 1), (210, 2), (215, 2), (217, 1), (221, 1), (231, 2), (232, 3), (234, 1), (240, 1), (248, 1)]"
fiz,"[(3, 1), (49, 1), (62, 2), (68, 1), (72, 1), (186, 1), (197, 1), (198, 1), (248, 1)]"
acrescenta,"[(3, 1), (6, 1), (27, 1), (28, 5), (35, 1), (60, 1), (69, 2), (79, 1), (86, 1), (98, 2), (101, 1), (109, 2), (122, 1), (124, 4), (142, 2), (174, 1), (177, 2), (180, 2), (198, 1), (208, 1), (213, 1), (225, 1), (235, 1), (238, 1)]"
Conheceram-se,"[(3, 1)]"
volta,"[(3, 1), (5, 1), (34, 3), (37, 1), (46, 4), (47, 1), (48, 2), (52, 1), (53, 2), (56, 1), (71, 1), (72, 1), (76, 1), (79, 1), (84, 1), (91, 1), (101, 1), (114, 1), (118, 1), (122, 4), (150, 1), (151, 1), (161, 1), (165, 1), (166, 1), (172, 1), (183, 1), (187, 2), (193, 1), (200, 1), (210, 1), (214, 1), (222, 1), (225, 2), (248, 1)]"
prêmio,"[(3, 1), (4, 1), (25, 1), (54, 1), (55, 1), (62, 1), (92, 1), (186, 1), (197, 1)]"
Estocolmo,"[(3, 1)]"
chegaram,"[(3, 1), (13, 1), (21, 1), (27, 1), (106, 1), (110, 1), (111, 1), (125, 1), (161, 2), (165, 1), (178, 1), (187, 1), (188, 1), (193, 2), (210, 1), (213, 1), (215, 2), (218, 1), (229, 2), (243, 2), (246, 2), (248, 2)]"
várias,"[(3, 1), (8, 1), (12, 1), (15, 1), (24, 2), (33, 1), (55, 2), (59, 1), (62, 4), (68, 1), (83, 3), (87, 2), (102, 1), (107, 1), (110, 1), (118, 1), (130, 1), (132, 1), (159, 1), (160, 2), (174, 1), (176, 1), (182, 2), (185, 1), (186, 2), (187, 1), (195, 1), (196, 1), (204, 1), (215, 1), (216, 1), (232, 1), (244, 2), (246, 1), (247, 2)]"
conversas,"[(3, 1), (16, 1), (18, 1), (83, 1), (92, 1), (129, 1), (146, 1), (152, 1), (161, 4), (212, 1), (245, 1)]"
completaram,"[(3, 1)]"
encontro,"[(3, 1), (22, 3), (32, 1), (38, 3), (41, 1), (62, 2), (63, 2), (79, 1), (110, 1), (120, 1), (174, 1), (194, 1), (198, 1), (202, 1), (204, 1), (208, 1), (221, 1), (234, 1)]"
Dei,"[(3, 1)]"
suficiente,"[(3, 1), (15, 1), (18, 1), (22, 1), (32, 2), (33, 1), (36, 1), (39, 1), (40, 1), (46, 1), (56, 1), (62, 1), (64, 1), (68, 1), (81, 2), (121, 1), (124, 1), (134, 1), (142, 1), (149, 1), (150, 1), (162, 1), (165, 1), (197, 1), (216, 1)]"
vinha,"[(3, 1), (24, 1), (88, 1), (133, 1), (150, 1), (151, 1), (157, 1), (183, 2), (206, 1), (209, 1), (220, 1), (222, 1), (240, 1)]"
escrevendo,"[(3, 1), (7, 1), (12, 1), (63, 1), (157, 1), (165, 1), (192, 1)]"
conheceu,"[(3, 1), (41, 1), (92, 1), (248, 1)]"
sai,"[(3, 1), (13, 2), (30, 1), (56, 1), (68, 1), (101, 1), (128, 1), (156, 2), (163, 1), (180, 1), (196, 2), (216, 1)]"
publicada,"[(3, 1), (4, 1), (13, 1), (16, 1), (132, 1), (155, 1), (206, 1), (210, 1), (211, 1), (240, 1)]"
homem,"[(3, 1), (7, 1), (8, 3), (13, 2), (17, 1), (18, 1), (32, 1), (64, 1), (68, 1), (99, 1), (102, 1), (114, 1), (132, 1), (134, 1), (141, 1), (144, 3), (146, 1), (148, 1), (157, 1), (158, 2), (171, 1), (174, 1), (179, 1), (183, 1), (185, 1), (188, 1), (192, 1), (193, 1), (196, 1), (200, 1), (201, 1), (206, 1), (207, 1), (222, 2), (226, 1), (237, 1), (248, 4)]"
soube,"[(3, 1), (14, 1), (27, 1), (62, 1), (79, 1), (106, 1), (150, 3), (151, 1), (165, 1), (186, 1), (203, 1), (211, 1), (213, 1), (223, 1), (241, 1), (243, 1), (248, 1)]"
partido,"[(3, 1), (6, 1), (7, 2), (15, 3), (18, 2), (28, 1), (35, 1), (62, 1), (68, 7), (81, 3), (83, 6), (85, 1), (94, 1), (101, 1), (102, 1), (103, 1), (106, 4), (112, 1), (114, 1), (151, 1), (167, 9), (168, 1), (174, 1), (201, 1), (203, 2), (206, 3), (208, 1), (218, 1), (228, 1), (233, 4), (234, 2), (237, 2), (246, 1), (247, 1)]"
gênio,"[(3, 1), (44, 1), (161, 1), (176, 1), (197, 2)]"
natural,"[(3, 1), (6, 1), (25, 1), (31, 1), (39, 1), (54, 1), (86, 1), (166, 1), (172, 1), (210, 1), (247, 1)]"
romancista,"[(3, 1), (8, 2), (174, 1), (197, 1)]"
impulso,"[(3, 1), (19, 1), (55, 1), (59, 1), (81, 1), (106, 1), (135, 1), (151, 2), (164, 1)]"
poético,"[(3, 1)]"
precisão,"[(3, 1), (165, 1), (173, 1)]"
mentiroso,"[(3, 1), (18, 1), (42, 1), (56, 1), (172, 1)]"
eminente,"[(3, 1)]"
receber,"[(3, 1), (7, 1), (9, 1), (13, 1), (42, 2), (51, 2), (75, 1), (96, 1), (111, 1), (125, 1), (129, 1), (130, 1), (139, 1), (160, 1), (201, 1), (213, 1), (215, 1), (216, 1), (234, 1), (239, 1), (241, 1), (248, 1)]"
notícia,"[(3, 1), (16, 1), (17, 1), (27, 1), (150, 3), (155, 8), (163, 1), (169, 1), (180, 1), (195, 2), (208, 1), (211, 2), (225, 1), (235, 1), (237, 1), (248, 1)]"
ganhara,"[(3, 1)]"
vergonha,"[(3, 1), (8, 1), (18, 1), (148, 1), (150, 3), (165, 1), (215, 1), (224, 1)]"
exclamar,"[(3, 1)]"
Merda,"[(3, 1)]"
acreditaram,"[(3, 1)]"
última,"[(4, 1), (11, 1), (17, 1), (22, 1), (25, 1), (26, 1), (28, 1), (31, 1), (41, 1), (43, 1), (45, 1), (46, 2), (53, 1), (59, 1), (61, 1), (72, 1), (76, 1), (78, 1), (79, 1), (80, 1), (81, 1), (87, 1), (89, 1), (90, 1), (108, 4), (110, 1), (119, 1), (120, 1), (126, 1), (133, 1), (134, 1), (139, 3), (142, 1), (148, 1), (152, 1), (161, 1), (166, 1), (168, 2), (180, 1), (183, 2), (190, 1), (197, 1), (201, 1), (202, 2), (203, 1), (205, 1), (213, 3), (216, 2), (233, 1), (234, 1), (235, 1), (238, 1), (244, 2), (245, 1)]"
segunda-feira,"[(4, 2), (7, 1), (23, 1), (24, 1), (41, 1), (62, 1), (72, 1), (76, 1), (78, 1), (79, 1), (81, 1), (97, 1), (99, 1), (102, 2), (103, 1), (104, 1), (105, 1), (106, 1), (126, 1), (133, 3), (141, 1), (142, 1), (164, 1), (205, 1), (207, 1), (228, 1), (234, 1), (240, 1), (245, 4)]"
sucessos,"[(4, 2)]"
mundiais,"[(4, 1), (15, 1), (33, 1)]"
pararam,"[(4, 1), (94, 1), (106, 1), (179, 1), (248, 1)]"
tocar,"[(4, 1), (44, 1), (50, 1), (94, 1), (117, 1)]"
rádios,"[(4, 1), (194, 1), (228, 1)]"
província,"[(4, 3), (113, 1), (163, 1), (244, 1)]"
Quebec,"[(4, 3)]"
leste,"[(4, 1), (41, 1), (85, 1), (193, 2), (248, 2)]"
canção,"[(4, 1), (181, 1), (182, 3), (194, 4)]"
dito,"[(4, 1), (62, 1), (63, 1), (102, 1), (103, 1), (151, 1), (210, 1), (214, 1)]"
Rei,"[(4, 1), (43, 1), (48, 1), (66, 1), (70, 1), (74, 1)]"
Pop,"[(4, 1), (195, 1)]"
deixou,"[(4, 1), (10, 1), (26, 1), (35, 1), (40, 1), (48, 2), (55, 1), (62, 1), (65, 1), (70, 1), (76, 1), (81, 2), (94, 1), (100, 1), (106, 1), (115, 1), (116, 1), (117, 1), (119, 1), (128, 1), (136, 1), (139, 1), (151, 3), (156, 1), (161, 1), (163, 1), (165, 1), (168, 1), (171, 2), (178, 1), (183, 1), (184, 1), (194, 2), (196, 1), (207, 1), (210, 1), (211, 1), (213, 1), (214, 1), (237, 2), (238, 1), (240, 1), (243, 2), (244, 1), (248, 1)]"
programada,"[(4, 1), (221, 1)]"
emissoras,"[(4, 3)]"
Cogeco,"[(4, 4)]"
Media,"[(4, 4), (163, 1)]"
maiores,"[(4, 1), (6, 1), (10, 1), (35, 1), (49, 1), (52, 1), (53, 1), (54, 1), (60, 1), (62, 1), (68, 1), (75, 1), (93, 1), (107, 1), (118, 1), (128, 1), (134, 1), (139, 1), (141, 1), (142, 1), (144, 1), (148, 2), (151, 2), (154, 1), (159, 1), (180, 1), (182, 1), (184, 1), (192, 2), (198, 1), (206, 1), (212, 1), (237, 1), (238, 2), (241, 1), (243, 1)]"
motivo,"[(4, 1), (6, 1), (8, 1), (14, 1), (63, 1), (85, 1), (111, 1), (137, 1), (142, 1), (161, 1), (165, 2), (225, 1), (229, 1)]"
ouvintes,"[(4, 2)]"
pediram,"[(4, 1), (79, 1), (103, 1), (165, 1), (207, 1)]"
assistirem,"[(4, 1), (165, 1)]"
documentário,"[(4, 5), (78, 1), (108, 1), (148, 2), (162, 1), (179, 5), (183, 4), (186, 3), (194, 3)]"
acusa,"[(4, 1), (194, 1), (215, 1)]"
cantor,"[(4, 1), (116, 1), (190, 3), (191, 2), (195, 1)]"
abusado,"[(4, 1)]"
sexualmente,"[(4, 1), (58, 1), (179, 1), (241, 1)]"
menores,"[(4, 1), (93, 1), (134, 1), (148, 1), (151, 1), (179, 1), (188, 1), (193, 3), (206, 1), (210, 1), (239, 1), (244, 1), (248, 5)]"
Deixando,"[(4, 1)]"
Nerverland,"[(4, 1)]"
tradução,"[(4, 1), (88, 1), (145, 1), (150, 1), (192, 1), (209, 1), (210, 1)]"
livre,"[(4, 1), (25, 1), (78, 1), (88, 1), (92, 1), (94, 1), (124, 1), (127, 1), (152, 1), (160, 1), (170, 1), (171, 1), (172, 1), (192, 2), (200, 1), (205, 1), (207, 2), (209, 1), (210, 3), (223, 1), (227, 1), (228, 1), (237, 1)]"
dirigido,"[(4, 1), (148, 3), (197, 2)]"
Dan,"[(4, 1), (197, 1)]"
Reed,"[(4, 1)]"
exibido,"[(4, 1)]"
partes,"[(4, 1), (7, 1), (12, 2), (17, 1), (33, 1), (93, 1), (109, 1), (130, 1), (131, 1), (161, 1), (183, 1), (186, 1), (201, 1), (205, 1), (229, 4)]"
canal,"[(4, 1), (30, 1), (43, 1), (47, 1), (84, 1), (85, 2), (196, 1), (199, 1), (204, 1), (227, 4), (228, 5)]"
cabo,"[(4, 1), (41, 1), (98, 1), (106, 1)]"
noites,"[(4, 1), (157, 1), (203, 2)]"
filme,"[(4, 1), (9, 8), (111, 1), (123, 1), (145, 2), (148, 2), (179, 3), (181, 3), (183, 2), (186, 1), (188, 5), (189, 5), (197, 18), (212, 1)]"
Wade,"[(4, 1), (179, 2)]"
Robson,"[(4, 1)]"
James,"[(4, 1), (30, 1), (65, 1), (179, 4), (188, 1), (197, 1)]"
Safechuck,"[(4, 1)]"
contam,"[(4, 1), (28, 1), (29, 1), (117, 1), (132, 1), (160, 1), (189, 1), (199, 1), (209, 1), (222, 1)]"
detalhes,"[(4, 1), (6, 1), (25, 1), (33, 1), (36, 1), (40, 1), (54, 1), (59, 1), (62, 5), (68, 2), (97, 1), (99, 1), (117, 1), (120, 1), (151, 2), (161, 1), (179, 1), (209, 1), (212, 1), (222, 1)]"
Michael,"[(4, 1), (65, 1), (106, 1), (151, 1), (179, 4), (183, 1), (185, 2), (188, 2), (197, 2)]"
Jackson,"[(4, 4), (25, 1), (179, 14), (211, 1), (241, 1)]"
meninos,"[(4, 1), (38, 1), (75, 3), (109, 1), (179, 2), (213, 2), (241, 2), (248, 1)]"
descreveu,"[(4, 1), (15, 1), (57, 1), (160, 1), (163, 1)]"
linchamento,"[(4, 1), (238, 1)]"
provas,"[(4, 1), (5, 1), (114, 1), (129, 1), (130, 1), (161, 2), (201, 1), (205, 1), (207, 1), (232, 1), (241, 1)]"
atentos,"[(4, 1), (210, 1), (247, 1)]"
comentários,"[(4, 1), (10, 1), (13, 1), (14, 2), (42, 1), (62, 1), (121, 1), (143, 1), (155, 7), (165, 1)]"
gerou,"[(4, 1), (60, 1), (137, 1), (183, 1), (202, 1), (213, 1), (224, 1)]"
reações,"[(4, 1), (88, 1), (137, 2), (164, 1), (202, 1), (209, 1)]"
diretora,"[(4, 1), (32, 1), (58, 1), (69, 1), (78, 2), (85, 1), (124, 2), (145, 1), (148, 1), (160, 1), (177, 1), (180, 1), (186, 2), (189, 2), (198, 2), (213, 1)]"
Comunicação,"[(4, 1), (171, 1), (211, 1), (227, 1), (228, 2), (246, 1)]"
Christine,"[(4, 1), (79, 1), (143, 1)]"
Dicarie,"[(4, 1)]"
agência,"[(4, 1), (12, 1), (45, 1), (63, 1), (69, 1), (79, 1), (96, 1), (98, 1), (107, 1), (118, 2), (122, 1), (127, 4), (138, 2), (141, 1), (142, 2), (155, 1), (162, 1), (165, 1), (177, 1), (186, 1), (208, 1), (246, 2)]"
The,"[(4, 2), (68, 1), (69, 1), (134, 1), (197, 1), (202, 1)]"
Canadian,"[(4, 1)]"
Press,"[(4, 1), (138, 1)]"
empresa,"[(4, 1), (20, 7), (21, 8), (26, 2), (27, 1), (29, 7), (39, 10), (40, 1), (44, 1), (68, 1), (75, 1), (85, 1), (98, 1), (101, 1), (107, 2), (108, 1), (110, 1), (112, 1), (114, 1), (117, 1), (122, 1), (123, 1), (125, 4), (127, 1), (132, 1), (133, 7), (134, 3), (135, 5), (136, 3), (138, 3), (139, 1), (140, 2), (141, 10), (142, 9), (144, 3), (161, 2), (162, 1), (190, 2), (193, 1), (199, 1), (210, 2), (211, 1), (218, 2), (219, 3), (227, 1), (242, 3)]"
Montreal,"[(4, 2), (124, 1)]"
CKOI,"[(4, 1)]"
Rythme,"[(4, 1)]"
Beat,"[(4, 1)]"
20,"[(4, 1), (5, 3), (7, 1), (8, 1), (20, 1), (24, 1), (28, 1), (31, 1), (33, 1), (36, 3), (54, 1), (55, 1), (62, 2), (68, 2), (75, 1), (79, 1), (85, 1), (86, 2), (93, 2), (96, 1), (98, 1), (99, 1), (111, 1), (113, 1), (114, 1), (123, 1), (125, 1), (129, 1), (132, 1), (134, 1), (135, 1), (140, 1), (146, 1), (156, 2), (165, 1), (183, 2), (184, 1), (189, 2), (193, 1), (194, 1), (195, 1), (196, 2), (198, 1), (203, 1), (206, 1), (215, 2), (216, 1), (219, 1), (232, 1), (234, 2), (238, 1), (247, 1), (248, 1)]"
resto,"[(4, 1), (8, 1), (9, 1), (17, 1), (33, 2), (46, 1), (64, 2), (68, 1), (97, 1), (98, 1), (129, 2), (132, 1), (142, 1), (149, 1), (162, 1), (175, 1), (184, 1), (190, 1), (195, 2), (196, 1), (244, 2)]"
retiraram,"[(4, 1), (94, 1)]"
ondas,"[(4, 2)]"
músicas,"[(4, 1), (165, 1), (177, 2), (182, 1), (197, 2), (198, 1)]"
morreu,"[(4, 1), (12, 1), (13, 1), (45, 1), (49, 1), (51, 1), (62, 1), (75, 1), (94, 2), (98, 1), (150, 3), (174, 1), (176, 1), (186, 2), (192, 1), (196, 1), (222, 2), (225, 1), (226, 1), (243, 2), (244, 1), (248, 3)]"
2009,"[(4, 1), (6, 1), (11, 1), (40, 1), (46, 4), (62, 1), (64, 1), (83, 3), (94, 1), (102, 1), (134, 1), (165, 1), (192, 1), (193, 1), (196, 2), (206, 1), (242, 1)]"
overdose,"[(4, 1), (185, 1)]"
medicamentos,"[(4, 1), (64, 3), (145, 1)]"
nenhum,"[(4, 1), (7, 1), (10, 1), (16, 1), (24, 1), (30, 1), (35, 2), (56, 1), (59, 3), (62, 2), (68, 1), (69, 1), (74, 1), (78, 1), (83, 2), (85, 1), (89, 1), (95, 1), (96, 1), (105, 1), (114, 1), (129, 1), (130, 2), (164, 1), (165, 2), (167, 1), (171, 1), (188, 1), (195, 1), (201, 1), (210, 1), (216, 1), (217, 1), (219, 1), (220, 1), (222, 1), (224, 1), (228, 1), (233, 1), (234, 2), (242, 1)]"
radiofônico,"[(4, 1)]"
canadense,"[(4, 1), (125, 1)]"
sinalizou,"[(4, 1), (204, 1), (238, 1)]"
intenção,"[(4, 1), (7, 1), (17, 1), (36, 2), (39, 1), (41, 1), (62, 1), (83, 1), (85, 1), (100, 1), (118, 1), (148, 1), (196, 1), (210, 1), (227, 2), (229, 1)]"
seguir,"[(4, 1), (7, 1), (18, 2), (25, 1), (62, 2), (64, 1), (95, 1), (108, 1), (114, 1), (119, 1), (142, 1), (165, 3), (194, 1), (204, 1), (209, 1), (210, 1), (216, 1), (220, 1), (234, 1), (239, 2), (244, 1)]"
veto,"[(4, 1), (20, 3), (22, 1), (80, 6), (125, 1), (142, 1)]"
usuários,"[(4, 1), (11, 1), (87, 1), (123, 2), (124, 1), (140, 2), (184, 4), (210, 2), (238, 1)]"
quebequenses,"[(4, 2)]"
aplaudiram,"[(4, 1)]"
viram,"[(4, 1), (39, 1), (40, 1), (44, 1), (73, 1), (103, 1), (106, 1), (150, 1), (151, 1), (155, 1), (190, 1), (196, 1), (197, 1), (210, 1)]"
disparate,"[(4, 1), (157, 1)]"
motivado,"[(4, 1), (74, 1), (241, 1)]"
correção,"[(4, 1), (185, 1)]"
meios,"[(4, 1), (9, 1), (17, 1), (45, 1), (62, 1), (65, 1), (88, 1), (106, 1), (110, 1), (132, 1), (134, 1), (149, 1), (172, 2), (184, 1), (188, 3), (196, 2), (209, 1), (210, 1)]"
comunicação,"[(4, 1), (17, 1), (18, 1), (42, 1), (45, 1), (65, 1), (69, 1), (77, 1), (78, 2), (88, 1), (101, 1), (129, 1), (130, 1), (132, 1), (134, 1), (159, 1), (184, 1), (196, 2), (204, 1), (209, 1), (211, 1), (216, 1), (223, 1), (228, 1), (241, 1)]"
informaram,"[(4, 1), (75, 1)]"
rádio,"[(4, 2), (13, 1), (57, 1), (92, 1), (157, 1), (194, 1), (245, 1)]"
BBC,"[(4, 2), (51, 2), (106, 1), (162, 1)]"
2,"[(4, 2), (5, 1), (20, 1), (21, 3), (23, 6), (27, 4), (28, 1), (33, 2), (35, 2), (37, 2), (38, 1), (46, 2), (47, 1), (50, 1), (62, 1), (64, 1), (68, 1), (71, 1), (73, 1), (75, 1), (83, 2), (84, 1), (89, 1), (95, 1), (100, 1), (107, 4), (112, 1), (117, 1), (118, 1), (121, 1), (122, 8), (123, 1), (124, 1), (125, 2), (126, 4), (129, 4), (131, 7), (132, 2), (133, 2), (134, 2), (135, 1), (136, 2), (137, 3), (138, 3), (142, 1), (143, 1), (152, 1), (158, 1), (172, 1), (183, 2), (193, 1), (204, 1), (205, 1), (216, 5), (217, 2), (218, 1), (219, 1), (225, 1), (231, 1), (233, 4), (235, 4), (236, 1), (238, 1), (242, 1)]"
tocava,"[(4, 1), (111, 1)]"
canções,"[(4, 1), (175, 1), (190, 1), (194, 1), (196, 1)]"
ídolo,"[(4, 1), (49, 1), (179, 1), (241, 1)]"
Indiana,"[(4, 1)]"
conteúdo,"[(4, 1), (8, 1), (30, 1), (62, 1), (74, 1), (103, 1), (161, 1), (162, 1), (163, 1), (180, 1), (184, 1), (202, 1), (208, 1), (210, 2), (232, 1), (238, 1)]"
Entretanto,"[(4, 1), (19, 1), (69, 1), (89, 1), (111, 1), (132, 1), (184, 1), (208, 1), (238, 1), (248, 2)]"
emissora,"[(4, 1), (49, 1)]"
pública,"[(4, 1), (9, 1), (11, 1), (18, 1), (19, 1), (21, 1), (31, 1), (36, 1), (46, 2), (62, 1), (74, 1), (75, 1), (88, 2), (95, 1), (105, 1), (106, 1), (123, 1), (138, 3), (142, 1), (145, 1), (150, 2), (152, 2), (162, 1), (165, 1), (172, 1), (183, 1), (201, 1), (205, 1), (209, 3), (210, 1), (212, 1), (216, 2), (220, 2), (221, 1), (224, 1), (229, 1), (230, 1), (234, 2), (238, 2), (247, 1), (248, 1)]"
britânica,"[(4, 1), (22, 1), (27, 1), (81, 1), (90, 1), (183, 1), (196, 1)]"
posteriormente,"[(4, 1), (46, 1), (62, 2), (93, 1), (193, 1), (196, 1), (216, 1)]"
esclarecimentos,"[(4, 1), (206, 1), (228, 1), (232, 1)]"
Variety,"[(4, 1)]"
toca,"[(4, 1), (18, 1), (181, 1)]"
programação,"[(4, 1)]"
integrada,"[(4, 1)]"
lançamentos,"[(4, 1), (245, 2)]"
porém,"[(4, 1), (14, 1), (18, 2), (31, 1), (32, 1), (50, 1), (58, 1), (64, 1), (67, 1), (126, 1), (131, 1), (145, 2), (147, 1), (149, 1), (150, 1), (155, 1), (160, 2), (165, 1), (172, 2), (183, 1), (188, 1), (202, 1), (204, 1), (207, 2), (215, 1), (223, 2), (225, 1)]"
continuam,"[(4, 1), (63, 1), (69, 1), (75, 1), (85, 1), (87, 1), (93, 1), (123, 1), (128, 1), (131, 2), (132, 1), (151, 1), (156, 1), (164, 1), (177, 1), (178, 1), (180, 1), (239, 1), (248, 2)]"
executando,"[(4, 1)]"
normalmente,"[(4, 1), (75, 1), (213, 1), (238, 1)]"
censura,"[(4, 1), (15, 1), (106, 1), (164, 1), (165, 1), (174, 1), (184, 1)]"
artistas,"[(4, 1), (59, 12), (88, 1), (148, 1), (174, 2), (182, 1), (183, 1), (184, 3), (190, 1)]"
revista,"[(4, 1), (10, 2), (59, 1), (62, 1), (78, 1), (86, 1), (88, 1), (102, 1), (114, 1), (144, 1), (161, 1), (194, 2), (196, 1), (206, 1), (223, 1), (242, 1), (243, 1)]"
troca,"[(4, 1), (7, 1), (25, 1), (54, 1), (64, 1), (81, 1), (85, 1), (98, 1), (124, 1), (130, 1), (183, 2), (190, 1), (203, 2), (204, 2), (210, 1), (238, 1), (240, 2)]"
NZME,"[(4, 1)]"
MediaWorks,"[(4, 1)]"
principais,"[(4, 1), (10, 1), (22, 1), (23, 1), (25, 1), (29, 1), (31, 1), (54, 1), (59, 2), (67, 1), (75, 1), (96, 1), (103, 1), (106, 1), (107, 2), (108, 1), (112, 1), (126, 1), (131, 1), (137, 2), (143, 1), (164, 1), (171, 1), (175, 1), (180, 1), (201, 1), (206, 1), (209, 2), (216, 2), (218, 1), (223, 2), (230, 1), (241, 1), (246, 1)]"
redes,"[(4, 1), (13, 1), (14, 2), (17, 2), (18, 3), (29, 1), (40, 1), (41, 2), (64, 1), (66, 1), (68, 1), (85, 1), (91, 2), (96, 1), (101, 1), (119, 2), (123, 1), (150, 4), (151, 1), (162, 3), (171, 1), (177, 1), (187, 1), (196, 1), (202, 1), (204, 4), (209, 1), (210, 16), (211, 1), (212, 1), (213, 6), (217, 1), (221, 1), (224, 1), (228, 3), (229, 1), (237, 1), (238, 2), (241, 1), (242, 1)]"
radiofônicas,"[(4, 1)]"
Zelândia,"[(4, 1), (30, 1)]"
tomaram,"[(4, 1), (222, 1)]"
diretores,"[(4, 1), (9, 1), (59, 2), (130, 1)]"
francófona,"[(4, 1)]"
Canadá,"[(4, 1), (35, 1), (88, 1), (116, 1), (136, 2), (142, 1), (191, 2), (209, 1), (238, 1)]"
vive,"[(4, 1), (5, 1), (22, 1), (32, 1), (40, 1), (62, 1), (88, 1), (107, 1), (153, 1), (155, 2), (165, 1), (167, 1), (181, 1), (189, 1), (196, 1), (204, 1), (248, 1)]"
polêmicas,"[(4, 1), (49, 1), (62, 2), (72, 1), (207, 1)]"
